LEAID,AGCHRT,SHYEAR,LAT,LON
2005070,2,2002-03,37.1622,-94.8498
2005370,2,2004-05,37.6455,-98.4328
2005730,2,2004-05,37.8174,-96.8508
2005790,2,2002-03,37.0019,-101.8972
2005940,2,2005-06,38.4069,-96.2019
2006000,2,2003-04,37.5672,-95.2435
2006360,2,2002-03,37.0749,-94.6327
2006690,2,2004-05,38.4718,-101.7565
2006960,2,2002-03,37.901,-97.7875
2007050,2,2004-05,37.5642,-97.3731
2007440,2,2009-10,38.7967,-96.7379
2007560,2,2009-10,37.1769,-101.3459
2007590,2,2009-10,37.8102,-95.4363
2007620,2,2004-05,38.07,-97.922
2007950,2,2009-10,39.1288,-94.7153
2007970,2,2003-04,39.1914,-96.07
2008100,2,2007-08,37.9209,-99.4129
2008400,2,2004-05,38.9807,-95.2584
2008880,2,2009-10,38.3966,-98.0083
2008970,2,2002-03,38.6004,-94.6393
2009390,2,2007-08,38.374,-97.6669
2009780,2,2002-03,38.2031,-97.5129
2009840,2,2004-05,37.4759,-97.2356
2009960,2,2005-06,38.0428,-97.3406
2010350,2,2009-10,37.1675,-95.1083
2010560,2,2007-08,37.3256,-95.2813
2010800,2,2002-03,38.6084,-95.4458
2010890,2,2002-03,37.6428,-98.7435
2011080,2,2002-03,37.794,-97.6316
2011850,2,2002-03,38.7387,-94.8254
2011970,2,2005-06,37.9621,-98.5957
2012030,2,2006-07,38.2083,-98.2069
2012260,2,2002-03,39.0261,-95.6853
2012360,2,2006-07,39.0836,-94.7053
2012420,2,2009-10,37.5806,-101.3594
2012510,2,2002-03,37.8314,-97.3721
2013050,2,2004-05,37.2354,-96.9711
2200150,2,2002-03,31.1254,-92.0719
2200300,2,2013-14,32.4709,-93.7704
2200540,2,2002-03,30.4392,-91.1343
2200600,2,2011-12,30.8625,-91.0137
2200840,2,2002-03,29.8864,-90.055
2200870,2,2002-03,30.2119,-91.9934
2200900,2,2011-12,29.7923,-90.8131
2201080,2,2013-14,32.5234,-92.1066
2201110,2,2013-14,32.7567,-91.9582
2201170,2,2002-03,29.9255,-90.0217
2201770,2,2012-13,32.7938,-92.388
2400060,2,2005-06,38.9754,-76.5584
2400090,2,2005-06,39.3113,-76.6137
2400120,2,2009-10,39.4028,-76.6309
2400330,2,2003-04,39.4115,-77.406
2400390,2,2006-07,39.5363,-76.3469
2400480,2,2012-13,39.0956,-77.1534
2400510,2,2006-07,38.8148,-76.7594
2400600,2,2007-08,38.3043,-76.6402
2600128,2,2002-03,42.3689,-83.2733
2600139,2,2002-03,42.3109,-83.1286
2600145,2,2003-04,43.0851,-85.3709
2600163,2,2002-03,42.2503,-83.7309
2600166,2,2003-04,42.275,-83.1961
2600186,2,2002-03,43.6998,-85.4872
2600195,2,2002-03,42.9964,-83.6788
2600210,2,2002-03,42.514,-82.9468
2600212,2,2002-03,42.4887,-82.9541
2600217,2,2003-04,42.3894,-83.043
2600224,2,2002-03,42.3491,-83.0871
2600227,2,2002-03,42.3324,-83.1198
2600228,2,2002-03,42.3324,-83.2791
2600241,2,2003-04,42.3638,-83.1196
2600243,2,2002-03,42.3348,-83.1167
2600244,2,2003-04,42.4014,-83.1355
2600272,2,2002-03,42.3735,-83.0799
2800750,2,2002-03,33.7556,-90.7235
2900024,2,2011-12,39.0123,-94.5639
2900028,2,2011-12,39.0645,-94.5677
2916400,2,2002-03,39.0997,-94.5797
2929280,2,2002-03,38.6336,-90.1947
3200001,2,2007-08,39.1613,-119.7624
3200030,2,2002-03,39.472,-118.7695
3200060,2,2002-03,36.1446,-115.2109
3200090,2,2004-05,38.9537,-119.7678
3200390,2,2004-05,39.165,-119.7784
3200480,2,2002-03,39.5367,-119.8099
3300017,2,2005-06,42.9755,-70.9572
3303240,2,2005-06,43.0195,-71.599
3305580,2,2011-12,43.1451,-71.4559
3402640,2,2011-12,39.948,-75.1261
3407830,2,2010-11,40.7142,-74.0878
3410020,2,2011-12,39.0869,-74.8192
3411340,2,2011-12,40.7379,-74.1709
3416380,2,2009-10,40.7783,-74.0315
3500010,2,2005-06,35.2659,-106.6314
3500030,2,2003-04,32.9022,-105.9564
3500060,2,2002-03,35.1028,-106.5727
3500150,2,2006-07,36.8266,-108.0066
3500210,2,2006-07,35.3213,-106.5437
3500300,2,2002-03,32.4244,-104.2276
3500480,2,2002-03,36.5119,-104.9196
3500510,2,2002-03,36.4472,-103.1913
3500690,2,2006-07,32.2606,-107.7542
3500900,2,2004-05,36.2152,-106.3443
3500990,2,2012-13,36.7485,-108.2023
3501080,2,2009-10,31.8383,-106.6191
3501110,2,2002-03,35.5181,-108.7085
3501380,2,2007-08,36.2152,-106.7804
3501410,2,2002-03,35.6561,-106.7372
3501500,2,2004-05,32.3056,-106.7774
3501530,2,2002-03,35.5937,-105.2188
3501560,2,2004-05,35.5931,-105.2256
3502160,2,2002-03,36.7213,-105.5994
3502250,2,2002-03,33.3959,-104.5275
3502370,2,2002-03,35.6881,-105.9489
3502430,2,2005-06,32.7925,-108.2695
3502460,2,2002-03,34.0638,-106.8995
3502520,2,2002-03,36.3781,-105.5859
3904383,2,2004-05,41.1383,-81.4875
4007620,2,2011-12,35.4786,-97.3018
4013140,2,2011-12,35.4398,-95.9755
4022770,2,2002-03,35.4769,-97.5319
4030240,2,2002-03,36.1196,-95.9335
4100009,2,2004-05,44.9392,-123.0283
4100015,2,2004-05,45.1055,-122.8973
4100023,2,2004-05,45.5448,-122.9339
4100048,2,2004-05,45.6261,-121.2271
4101230,2,2006-07,45.1134,-123.2063
4101470,2,2011-12,45.7125,-120.2005
4101710,2,2009-10,44.7776,-117.834
4101800,2,2004-05,43.1151,-124.4196
4101920,2,2010-11,45.5053,-122.8468
4101980,2,2002-03,44.0561,-121.3172
4102040,2,2010-11,44.0845,-123.1747
4102310,2,2006-07,42.0585,-124.2809
4102490,2,2009-10,43.5902,-119.0586
4102580,2,2011-12,42.5412,-122.5648
4103265,2,2006-07,46.0912,-122.987
4103420,2,2009-10,45.5295,-122.2956
4103480,2,2007-08,44.5522,-123.2896
4103660,2,2002-03,43.3768,-124.2252
4103720,2,2010-11,44.3046,-120.8308
4103860,2,2002-03,44.9174,-123.317
4103940,2,2002-03,45.5121,-122.5299
4103960,2,2006-07,42.9699,-123.1654
4104620,2,2009-10,43.6373,-123.5701
4104700,2,2009-10,45.2945,-122.3332
4104740,2,2002-03,44.0624,-123.1052
4104950,2,2004-05,44.0694,-123.3549
4105160,2,2007-08,45.5167,-123.1122
4105310,2,2013-14,42.8263,-118.9144
4105430,2,2012-13,45.4358,-123.1419
4105640,2,2009-10,42.7484,-123.4194
4105760,2,2004-05,42.4088,-124.4236
4106000,2,2004-05,45.5069,-122.4356
4106510,2,2006-07,45.7062,-121.5214
4106630,2,2009-10,45.4618,-117.9639
4106870,2,2011-12,45.3524,-117.2257
4106900,2,2010-11,42.347,-123.3347
4107020,2,2007-08,42.1292,-121.7572
4107080,2,2007-08,42.2149,-121.7524
4107380,2,2002-03,44.5411,-122.9127
4107500,2,2002-03,44.6391,-124.0608
4107740,2,2009-10,44.171,-122.8538
4108040,2,2007-08,42.3161,-122.8733
4108310,2,2004-05,45.1441,-122.5763
4108520,2,2006-07,45.8953,-119.5073
4108820,2,2002-03,43.4076,-124.2266
4108830,2,2004-05,45.4322,-122.617
4109330,2,2006-07,45.3565,-122.5945
4109510,2,2006-07,45.6661,-118.797
4109600,2,2002-03,44.536,-123.3582
4109630,2,2002-03,42.2737,-122.8214
4109720,2,2010-11,44.8826,-117.1145
4110040,2,2002-03,45.5347,-122.6713
4110350,2,2006-07,44.254,-121.1678
4110410,2,2010-11,43.6905,-124.1321
4110520,2,2002-03,45.5318,-122.4565
4110530,2,2004-05,42.9505,-123.3618
4110680,2,2011-12,42.4568,-123.1676
4110710,2,2006-07,43.2315,-123.3753
4110820,2,2002-03,44.9584,-122.9836
4110890,2,2010-11,45.4025,-122.2884
4110980,2,2004-05,45.7503,-122.8743
4111040,2,2002-03,44.7042,-122.8537
4111220,2,2004-05,45.095,-123.3951
4111250,2,2012-13,45.4735,-120.7426
4111290,2,2006-07,45.3513,-122.8415
4111450,2,2004-05,45.0131,-122.7877
4111490,2,2007-08,44.2913,-121.545
4111580,2,2004-05,43.7955,-123.0634
4111670,2,2010-11,44.05,-123.0257
4111720,2,2004-05,45.8538,-122.8109
4111970,2,2006-07,44.398,-122.7217
4112240,2,2002-03,45.4206,-122.7489
4112930,2,2004-05,45.8617,-123.1797
4113170,2,2002-03,45.3581,-122.7173
4113530,2,2004-05,45.1508,-122.8592
4400240,2,2002-03,41.779,-71.4358
4400900,2,2004-05,41.8177,-71.4213
4500690,2,2002-03,34.1846,-82.381
4500720,2,2002-03,33.502,-81.7111
4500900,2,2012-13,34.5109,-82.6877
4501110,2,2009-10,32.4079,-80.7169
4501440,2,2003-04,32.7882,-79.9309
4501530,2,2006-07,34.7151,-81.1796
4501770,2,2002-03,33.7006,-80.2128
4501860,2,2002-03,34.3192,-79.8813
4502010,2,2004-05,32.9974,-80.216
4502070,2,2004-05,33.8282,-81.867
4502130,2,2005-06,34.1928,-79.7658
4502280,2,2012-13,33.3808,-79.2958
4502310,2,2002-03,34.8437,-82.3964
4502490,2,2003-04,33.8766,-79.0987
4502580,2,2002-03,34.7179,-80.7707
4502670,2,2005-06,34.2239,-80.2513
4503000,2,2002-03,33.9156,-82.3038
4503210,2,2012-13,33.4968,-80.8635
4503360,2,2004-05,34.0127,-81.031
4503390,2,2010-11,34.0545,-80.9427
4503780,2,2002-03,33.669,-79.8281
4503870,2,2002-03,34.9536,-80.9969
4700147,2,2012-13,36.168,-86.7872
4700148,2,2013-14,35.1289,-89.9732
4701530,2,2009-10,35.4267,-85.7219
4701590,2,2009-10,35.0737,-85.1558
4702940,2,2003-04,35.1308,-89.9749
4703000,2,2009-10,35.5346,-84.355
4703180,2,2003-04,36.1225,-86.7654
4703810,2,2011-12,35.1285,-89.9763
4800020,2,2002-03,29.7152,-95.3116
4800025,2,2002-03,27.758,-97.4333
4800041,2,2002-03,32.6474,-96.9217
4800062,2,2003-04,29.4875,-98.5146
4800063,2,2003-04,29.489,-98.4424
4800071,2,2003-04,30.3746,-97.7387
4800102,2,2002-03,32.9429,-96.8894
4800109,2,2003-04,32.5251,-94.7027
4800125,2,2002-03,29.7306,-95.48
4800139,2,2002-03,29.8753,-93.9428
4808940,2,2012-13,30.2721,-97.7561
4811790,2,2007-08,30.6735,-96.3695
4812780,2,2009-10,31.8833,-106.5864
4813050,2,2007-08,32.9577,-96.8956
4813230,2,2009-10,32.5929,-96.9507
4814280,2,2006-07,29.5281,-95.0726
4814640,2,2006-07,32.3976,-100.8608
4815270,2,2006-07,27.7957,-97.3992
4816230,2,2006-07,32.7973,-96.7868
4820280,2,2009-10,29.2804,-94.8054
4821420,2,2013-14,32.7069,-96.9941
4823640,2,2006-07,29.8029,-95.4556
4826790,2,2007-08,27.5072,-99.5125
4828500,2,2011-12,33.5782,-101.8546
4829670,2,2007-08,26.224,-98.2422
4832090,2,2006-07,31.597,-94.6469
4833060,2,2010-11,29.8713,-95.3002
4838190,2,2013-14,29.8247,-95.9936
4838730,2,2006-07,29.4177,-98.487
4841100,2,2006-07,29.7821,-95.5157
4900750,2,2002-03,40.6684,-111.486
4900870,2,2006-07,40.7667,-111.8791
5100090,2,2002-03,38.035,-78.4823
5101440,2,2002-03,37.016,-79.8703
5101620,2,2002-03,37.4151,-76.5302
5101710,2,2002-03,38.2968,-78.4411
5101800,2,2002-03,37.0251,-76.3478
5103240,2,2009-10,37.5413,-77.4333
5103300,2,2002-03,37.2834,-79.9401
5103840,2,2012-13,36.7509,-76.0606
5104150,2,2002-03,37.1639,-76.4565
5500016,2,2003-04,44.2927,-91.2288
5500052,2,2005-06,42.5101,-88.1271
5500058,2,2009-10,45.9459,-90.4544
5500061,2,2011-12,45.3126,-91.6616
5500120,2,2013-14,42.7069,-89.4337
5500330,2,2013-14,44.4557,-89.2854
5500390,2,2002-03,44.2618,-88.406
5500450,2,2002-03,42.7074,-89.8681
5500510,2,2012-13,46.5696,-90.8856
5500630,2,2004-05,44.6839,-91.138
5500810,2,2005-06,43.4689,-89.7429
5500870,2,2007-08,45.4044,-91.8602
5500960,2,2002-03,43.4653,-88.8216
5501050,2,2002-03,42.513,-89.0155
5501170,2,2007-08,45.654,-91.5536
5501260,2,2009-10,44.2974,-90.8521
5501920,2,2007-08,46.016,-90.4963
5502100,2,2004-05,43.0065,-89.01
5502130,2,2010-11,45.4025,-91.7383
5502640,2,2003-04,42.559,-88.8567
5502790,2,2002-03,45.0014,-91.7241
5502820,2,2007-08,43.3369,-89.0191
5502910,2,2002-03,45.5718,-88.9257
5503090,2,2007-08,45.5288,-92.0315
5503270,2,2002-03,43.0464,-89.0804
5503510,2,2011-12,43.0167,-88.3753
5503660,2,2002-03,44.3539,-87.8242
5503810,2,2002-03,46.3363,-91.2563
5503860,2,2013-14,45.9368,-89.2499
5504050,2,2002-03,44.8118,-91.4964
5504290,2,2002-03,42.672,-88.5394
5504680,2,2011-12,43.7694,-88.4499
5504890,2,2003-04,43.4783,-87.944
5505250,2,2011-12,44.8851,-88.3162
5505280,2,2002-03,45.1688,-90.8071
5505520,2,2002-03,45.0539,-92.1574
5505670,2,2003-04,45.7755,-92.6735
5505730,2,2002-03,42.5695,-89.876
5505820,2,2011-12,44.5151,-88.0231
5505880,2,2009-10,43.8507,-88.9601
5505910,2,2003-04,42.9335,-88
5506000,2,2006-07,42.9551,-88.0559
5506030,2,2002-03,43.1289,-88.1847
5506140,2,2010-11,43.0763,-88.3597
5506270,2,2002-03,46.0156,-91.4898
5506420,2,2010-11,43.0527,-90.3751
5506540,2,2009-10,43.9704,-91.2794
5506600,2,2011-12,44.339,-88.6327
5506750,2,2002-03,46.4559,-90.2025
5507020,2,2002-03,42.6749,-89.0193
5507050,2,2002-03,43.0048,-88.8216
5507290,2,2011-12,44.2557,-88.2563
5507320,2,2002-03,42.5891,-87.8534
5507410,2,2002-03,44.454,-87.513
5507440,2,2002-03,43.9136,-88.0335
5507470,2,2004-05,44.2663,-88.3241
5507500,2,2004-05,43.7407,-87.7849
5507530,2,2002-03,43.8031,-91.2295
5507590,2,2002-03,45.4734,-91.0834
5507650,2,2002-03,42.5746,-88.4226
5507860,2,2004-05,44.953,-88.0394
5508160,2,2011-12,44.2872,-88.3092
5508190,2,2002-03,43.3189,-89.5246
5508520,2,2002-03,43.0704,-89.395
5508610,2,2007-08,44.0992,-87.6845
5508640,2,2002-03,46.5915,-91.7218
5508670,2,2011-12,44.9332,-89.833
5508790,2,2002-03,43.1658,-89.0741
5508820,2,2006-07,44.6594,-90.1634
5508850,2,2002-03,43.7854,-90.0843
5508910,2,2009-10,43.0124,-89.2961
5508940,2,2004-05,45.1368,-90.3452
5508970,2,2007-08,46.3232,-90.6605
5509030,2,2002-03,44.2087,-88.4512
5509090,2,2002-03,44.9009,-91.9303
5509150,2,2007-08,46.1699,-90.0626
5509210,2,2007-08,45.1887,-89.6728
5509510,2,2002-03,43.0934,-89.5037
5509600,2,2002-03,43.0492,-87.9795
5509690,2,2010-11,45.8229,-89.7129
5509720,2,2011-12,46.1563,-91.8142
5509810,2,2002-03,43.0615,-89.328
5509840,2,2002-03,42.6023,-89.6399
5509870,2,2009-10,43.7968,-89.3214
5510060,2,2003-04,42.8739,-88.3323
5510320,2,2003-04,44.184,-88.4638
5510350,2,2002-03,44.5599,-90.5873
5510380,2,2007-08,44.3201,-89.9039
5510560,2,2002-03,43.8759,-90.1712
5510590,2,2002-03,44.3867,-88.7493
5510620,2,2007-08,45.1116,-92.5247
5510830,2,2006-07,42.9056,-87.9271
5510920,2,2007-08,44.8915,-87.8707
5510950,2,2002-03,44.8721,-88.1281
5510980,2,2002-03,44.0469,-88.7388
5511130,2,2002-03,42.6299,-89.2561
5511160,2,2004-05,45.3313,-92.6924
5511190,2,2002-03,44.0162,-88.5738
5512060,2,2002-03,43.5582,-89.4645
5512150,2,2002-03,43.0426,-91.1376
5512360,2,2002-03,42.7577,-87.8065
5512720,2,2003-04,45.649,-89.4005
5512810,2,2002-03,45.5018,-91.746
5512960,2,2002-03,43.3444,-90.4028
5513020,2,2006-07,43.8296,-88.8361
5513050,2,2002-03,44.8626,-92.6157
5513100,2,2013-14,43.8088,-88.6787
5513170,2,2011-12,44.8999,-89.5954
5513260,2,2002-03,42.9676,-87.8544
5513290,2,2006-07,42.5645,-88.1117
5513410,2,2006-07,43.2794,-89.7312
5513620,2,2012-13,44.7615,-88.601
5513650,2,2004-05,43.7477,-87.7136
5513770,2,2011-12,44.4438,-88.5749
5513800,2,2004-05,43.0879,-87.8898
5514040,2,2002-03,42.9215,-87.8709
5514160,2,2002-03,43.9458,-90.8087
5514220,2,2009-10,45.8424,-91.8958
5514250,2,2011-12,43.1788,-90.0759
5514490,2,2002-03,44.4973,-89.5689
5514610,2,2002-03,44.8357,-87.3631
5514640,2,2002-03,43.1758,-89.2267
5514970,2,2003-04,45.4536,-90.995
5515330,2,2002-03,42.9974,-89.5337
5515360,2,2002-03,43.5547,-90.9036
5515750,2,2013-14,43.1916,-88.7242
5515780,2,2002-03,43.0049,-88.2351
5515870,2,2002-03,43.63,-88.7187
5515900,2,2002-03,44.953,-89.622
5515990,2,2007-08,43.0594,-88.0635
5516260,2,2002-03,43.0186,-88.0001
5516290,2,2013-14,43.4141,-88.181
5516320,2,2007-08,44.4468,-88.0716
5516500,2,2002-03,44.3259,-88.925
5516680,2,2011-12,42.8297,-88.7519
5516860,2,2009-10,45.8194,-91.0123
5517040,2,2002-03,43.8257,-89.8535
5517070,2,2002-03,44.3864,-89.8205
5600730,2,2002-03,41.3096,-105.5702
5600960,2,2005-06,42.9631,-108.4915
5601980,2,2012-13,41.1446,-104.8189
5602820,2,2004-05,43.0147,-108.8196
7200030,2,2002-03,18.4243,-66.0706
