LEAID,SHYEAR,AGCHRT,LAT,LON
400064,1998-99,3,NA,NA
400065,1998-99,3,33.33634,-111.775861
400066,1998-99,3,NA,NA
400067,1998-99,3,33.392756,-112.094493
400068,1998-99,3,33.57,-112.0825
400069,1998-99,3,33.475943,-112.069649
400070,1998-99,3,33.39237,-111.918811
400071,1998-99,3,33.308508,-111.874099
400072,1998-99,3,33.393979,-111.769652
400073,1998-99,3,NA,NA
400074,1998-99,3,35.2228,-114.028561
400075,1998-99,3,35.033769,-114.595663
400076,1998-99,3,NA,NA
400077,1998-99,3,34.4809,-110.0974
400078,1998-99,3,32.235036,-110.934282
400079,1998-99,3,32.2453,-110.9719
400080,1998-99,3,NA,NA
400081,1998-99,3,32.265323,-110.946866
400082,1998-99,3,35.0048,-114.5985
400083,1998-99,3,32.167903,-110.943742
400084,1998-99,3,NA,NA
400085,1998-99,3,NA,NA
400087,1998-99,3,NA,NA
400088,1998-99,3,NA,NA
400089,1998-99,3,34.8659,-111.82
400090,1998-99,3,34.788398,-112.494417
400091,1998-99,3,NA,NA
400092,1998-99,3,34.58119,-112.357264
400093,1998-99,3,34.541345,-112.456293
400094,1998-99,3,32.677818,-114.646946
400095,1998-99,3,32.699216,-114.669045
400096,1998-99,3,35.162569,-111.669209
400097,1998-99,3,35.1989,-111.6059
400098,1998-99,3,35.212701,-111.645438
400099,1998-99,3,33.400251,-110.776081
400100,1998-99,3,33.644943,-112.083244
400101,1998-99,3,33.553851,-112.245727
400102,1998-99,3,33.4397,-112.0751
400103,1998-99,3,33.6129,-112.0133
400104,1998-99,3,33.350741,-111.914317
400105,1998-99,3,33.38108,-111.732251
400106,1998-99,3,33.655167,-112.001566
400107,1998-99,3,33.513239,-112.064352
400108,1998-99,3,33.5134,-112.065
400109,1998-99,3,33.491463,-112.048708
400110,1998-99,3,NA,NA
400111,1998-99,3,33.3492,-111.9133
400112,1998-99,3,33.279393,-111.801653
400113,1998-99,3,33.623857,-111.718278
400114,1998-99,3,NA,NA
400115,1998-99,3,32.26677,-110.734941
400116,1998-99,3,NA,NA
400117,1998-99,3,NA,NA
400118,1998-99,3,NA,NA
400119,1998-99,3,NA,NA
400120,1998-99,3,33.447,-112.0938
400121,1998-99,3,33.582212,-111.992879
400122,1998-99,3,33.49562,-112.224711
400123,1998-99,3,NA,NA
400124,1998-99,3,33.465396,-112.066142
400125,1998-99,3,32.256707,-111.024313
400126,1998-99,3,32.2648,-110.952
400127,1998-99,3,NA,NA
400128,1998-99,3,33.453416,-112.003652
400129,1998-99,3,32.30313,-111.063
400130,1998-99,3,34.732399,-112.004473
400131,1998-99,3,33.5065,-111.9646
400132,1998-99,3,NA,NA
400133,1998-99,3,33.580663,-112.226933
400134,1998-99,3,33.55305,-111.897531
400135,1998-99,3,33.643183,-112.185551
400136,1998-99,3,NA,NA
400137,1998-99,3,NA,NA
400138,1998-99,3,NA,NA
400139,1998-99,3,NA,NA
400140,1998-99,3,NA,NA
400141,1998-99,3,32.901398,-109.844985
400142,1998-99,3,NA,NA
400143,1998-99,3,NA,NA
400144,1998-99,3,33.507299,-112.08305
400145,1998-99,3,33.446189,-111.831648
400146,1998-99,3,NA,NA
400147,1998-99,3,32.22257,-110.9516
400148,1998-99,3,NA,NA
400149,1998-99,3,33.5528,-112.048
400150,1998-99,3,31.3383,-110.9368
400151,1998-99,3,33.408068,-111.821157
400152,1998-99,3,32.1757,-110.7709
400153,1998-99,3,33.51583,-112.055421
400154,1998-99,3,36.6004,-110.6564
400155,1998-99,3,NA,NA
400156,1998-99,3,NA,NA
400157,1998-99,3,33.388081,-111.814252
400158,1998-99,3,NA,NA
400159,1998-99,3,32.272,-110.971
400160,1998-99,3,32.146098,-110.990322
400161,1998-99,3,33.552472,-112.102946
400162,1998-99,3,NA,NA
400163,1998-99,3,35.209299,-111.604006
400164,1998-99,3,33.4686,-112.0737
400165,1998-99,3,33.295654,-112.06055
400166,1998-99,3,NA,NA
400450,1998-99,3,33.4506,-112.3367
400480,1998-99,3,33.938754,-113.172756
400520,1998-99,3,32.37298,-112.859
400600,1998-99,3,33.502478,-112.138571
400630,1998-99,3,33.827147,-109.143498
400680,1998-99,3,32.2865,-110.9825
400720,1998-99,3,32.691716,-114.023422
400750,1998-99,3,31.689643,-109.130503
400790,1998-99,3,33.3933,-111.5605
400840,1998-99,3,33.36117,-112.818041
400870,1998-99,3,31.87679,-109.636521
400910,1998-99,3,35.2219,-112.4866
400960,1998-99,3,33.435314,-112.352647
401000,1998-99,3,34.572719,-113.1831
401050,1998-99,3,33.4583,-111.9774
401080,1998-99,3,34.653169,-111.765216
401110,1998-99,3,NA,NA
401140,1998-99,3,NA,NA
401160,1998-99,3,33.77486,-113.60277
401180,1998-99,3,31.428929,-109.891303
401230,1998-99,3,33.6484,-109.0922
401260,1998-99,3,32.58612,-109.974741
401290,1998-99,3,33.91291,-113.993365
401330,1998-99,3,32.325282,-109.489832
401380,1998-99,3,33.428071,-112.600491
401410,1998-99,3,33.374069,-112.57631
401460,1998-99,3,31.554658,-110.261683
401500,1998-99,3,35.107954,-114.612731
401600,1998-99,3,34.5872,-111.8592
401650,1998-99,3,34.0631,-112.1428
401680,1998-99,3,33.4876,-112.2046
401710,1998-99,3,32.90932,-111.753951
401740,1998-99,3,32.937747,-111.737062
401760,1998-99,3,32.2869,-110.9403
401810,1998-99,3,35.81,-110.1907
401870,1998-99,3,33.2987,-111.867
401940,1998-99,3,36.301669,-109.209518
402010,1998-99,3,NA,NA
402110,1998-99,3,33.044013,-109.293249
402130,1998-99,3,32.1124,-109.9197
402190,1998-99,3,34.422596,-109.640578
402250,1998-99,3,31.841962,-110.957223
402320,1998-99,3,32.98462,-111.5328
402370,1998-99,3,34.7407,-112.026781
402400,1998-99,3,32.69938,-114.669701
402430,1998-99,3,33.4856,-112.022
402460,1998-99,3,34.2077,-112.3391
402480,1998-99,3,32.88959,-109.823983
402490,1998-99,3,31.46112,-109.6982
402530,1998-99,3,31.346558,-109.544985
402600,1998-99,3,32.724305,-109.109789
402690,1998-99,3,33.627784,-112.382744
402740,1998-99,3,32.789508,-111.620333
402760,1998-99,3,31.685778,-109.680276
402790,1998-99,3,32.76011,-111.549951
402860,1998-99,3,35.196141,-111.603409
402920,1998-99,3,33.02248,-111.390011
403010,1998-99,3,32.27319,-110.998681
403040,1998-99,3,33.61556,-111.736161
403060,1998-99,3,33.433,-112.2038
403080,1998-99,3,36.9519,-112.5211
403150,1998-99,3,31.547202,-110.369652
403200,1998-99,3,33.034299,-109.964523
403240,1998-99,3,32.5048,-114.7867
403290,1998-99,3,35.7122,-109.5329
403310,1998-99,3,32.9524,-112.718132
403400,1998-99,3,33.34736,-111.790761
403420,1998-99,3,33.54418,-112.183341
403450,1998-99,3,33.5491,-112.1515
403500,1998-99,3,33.393229,-110.780874
403550,1998-99,3,36.051237,-112.135997
403580,1998-99,3,33.046308,-109.324818
403660,1998-99,3,35.1737,-113.779
403730,1998-99,3,32.9905,-110.7717
403780,1998-99,3,33.295777,-111.703694
403820,1998-99,3,34.909066,-110.168341
403860,1998-99,3,33.489623,-112.132284
403870,1998-99,3,34.633818,-112.314852
403900,1998-99,3,32.8008,-113.5409
403950,1998-99,3,31.9178,-111.8618
403960,1998-99,3,33.46716,-112.131521
403990,1998-99,3,33.2199,-111.5621
404010,1998-99,3,34.9593,-110.3313
404060,1998-99,3,36.84934,-110.270825
404140,1998-99,3,NA,NA
404170,1998-99,3,34.419385,-112.916204
404230,1998-99,3,33.3356,-111.9457
404280,1998-99,3,34.497261,-114.331497
404290,1998-99,3,33.362262,-112.167287
404320,1998-99,3,33.38103,-112.486098
404380,1998-99,3,33.49131,-112.355526
404410,1998-99,3,36.90895,-113.927641
404440,1998-99,3,33.43118,-112.289723
404500,1998-99,3,33.5177,-112.0475
404530,1998-99,3,35.2601,-111.9489
404570,1998-99,3,32.598277,-110.629771
404630,1998-99,3,32.455244,-111.207758
404720,1998-99,3,33.054116,-112.04289
404770,1998-99,3,32.0667,-111.3173
404820,1998-99,3,34.4001,-112.241221
404860,1998-99,3,34.073522,-109.853473
404920,1998-99,3,31.599288,-109.673001
404970,1998-99,3,33.415,-111.8293
405030,1998-99,3,33.4081,-110.8365
405070,1998-99,3,34.716802,-112.005101
405100,1998-99,3,33.056574,-112.270978
405170,1998-99,3,NA,NA
405190,1998-99,3,34.911602,-114.600012
405220,1998-99,3,32.751382,-113.969562
405320,1998-99,3,33.040195,-109.32031
405340,1998-99,3,33.8548,-112.6215
405360,1998-99,3,32.22208,-110.973561
405400,1998-99,3,33.436784,-112.116092
405430,1998-99,3,31.33668,-109.9471
405460,1998-99,3,33.7816,-112.5256
405500,1998-99,3,34.927841,-110.142613
405530,1998-99,3,31.3402,-110.942
405640,1998-99,3,32.6079,-110.7607
405670,1998-99,3,33.48775,-112.089265
405730,1998-99,3,34.70396,-113.610355
405760,1998-99,3,33.935969,-111.313195
405820,1998-99,3,36.913,-111.4587
405850,1998-99,3,33.3498,-112.6783
405880,1998-99,3,31.379977,-110.123966
405930,1998-99,3,33.623607,-112.014406
405980,1998-99,3,34.1425,-114.289
406000,1998-99,3,31.540319,-110.75066
406030,1998-99,3,31.5397,-110.7493
406070,1998-99,3,34.237298,-111.33086
406120,1998-99,3,35.534394,-113.42552
406150,1998-99,3,31.938563,-109.830372
406210,1998-99,3,33.490548,-112.255485
406250,1998-99,3,33.6107,-112.1951
406300,1998-99,3,33.4688,-112.0651
406330,1998-99,3,33.5024,-112.0739
406360,1998-99,3,32.717425,-111.497553
406440,1998-99,3,32.89322,-109.827611
406480,1998-99,3,32.892104,-111.567129
406510,1998-99,3,34.3867,-111.457
406580,1998-99,3,34.150213,-109.965769
406630,1998-99,3,31.9987,-110.2861
406730,1998-99,3,34.5404,-112.4716
406740,1998-99,3,35.20797,-109.331114
406780,1998-99,3,33.613766,-114.509276
406810,1998-99,3,33.2576,-111.6346
406850,1998-99,3,33.105607,-110.945166
406870,1998-99,3,36.904001,-109.108213
406900,1998-99,3,32.5687,-111.3443
406930,1998-99,3,32.222,-110.9689
406960,1998-99,3,33.3558,-110.453
407020,1998-99,3,33.434192,-112.169713
407080,1998-99,3,33.392154,-112.064712
407130,1998-99,3,34.125487,-109.27213
407170,1998-99,3,33.492511,-112.870435
407200,1998-99,3,33.079076,-111.757218
407240,1998-99,3,32.82871,-109.714651
407300,1998-99,3,31.960125,-110.981841
407380,1998-99,3,31.489415,-111.542536
407430,1998-99,3,32.001912,-109.193682
407500,1998-99,3,31.387854,-110.871934
407520,1998-99,3,31.50588,-111.014673
407530,1998-99,3,32.75885,-111.55655
407570,1998-99,3,33.4916,-111.9869
407630,1998-99,3,35.3308,-112.8753
407680,1998-99,3,32.859681,-113.210749
407700,1998-99,3,34.260486,-110.048862
407750,1998-99,3,33.67071,-112.092871
407770,1998-99,3,34.5022,-112.6862
407820,1998-99,3,34.500021,-110.085006
407860,1998-99,3,32.813596,-109.633035
407890,1998-99,3,32.5979,-114.7141
407920,1998-99,3,31.65802,-110.599421
408020,1998-99,3,31.9053,-110.2233
408080,1998-99,3,34.513002,-109.384168
408130,1998-99,3,32.876,-111.9624
408170,1998-99,3,32.1374,-110.937821
408230,1998-99,3,33.2778,-111.1098
408280,1998-99,3,32.25002,-110.755241
408310,1998-99,3,33.394104,-111.926298
408340,1998-99,3,33.364968,-111.948639
408410,1998-99,3,32.849178,-109.758723
408430,1998-99,3,32.92016,-112.890621
408460,1998-99,3,34.570852,-113.176971
408490,1998-99,3,33.455476,-112.260923
408520,1998-99,3,33.45022,-112.270343
408550,1998-99,3,32.783854,-111.619859
408600,1998-99,3,31.712051,-110.062167
408640,1998-99,3,34.772306,-114.480588
408680,1998-99,3,36.138252,-111.237714
408800,1998-99,3,32.2225,-110.9558
408820,1998-99,3,33.411016,-112.256512
408850,1998-99,3,32.0136,-110.6986
408880,1998-99,3,35.4875,-113.5686
408910,1998-99,3,31.685871,-109.681545
409060,1998-99,3,33.603561,-112.158848
409090,1998-99,3,32.672318,-114.141439
409120,1998-99,3,33.824476,-113.540768
409160,1998-99,3,33.822048,-109.980137
409190,1998-99,3,33.9693,-112.7337
409250,1998-99,3,32.259223,-109.841407
409310,1998-99,3,35.2457,-112.1911
409390,1998-99,3,33.454913,-112.016158
409430,1998-99,3,35.6834,-109.0586
409460,1998-99,3,35.027812,-110.692873
409510,1998-99,3,34.2233,-112.7448
409540,1998-99,3,34.1009,-110.9541
409570,1998-99,3,34.87337,-114.149251
409600,1998-99,3,32.7161,-114.6246
409630,1998-99,3,32.67252,-114.636431
409731,1998-99,3,33.415327,-111.866309
409733,1998-99,3,34.862702,-111.766417
409734,1998-99,3,33.449258,-112.094552
500001,1998-99,3,34.2943,-91.3395
500006,1998-99,3,33.6183,-92.0685
500007,1998-99,3,NA,NA
500009,1998-99,3,36.417787,-90.579283
500010,1998-99,3,NA,NA
500012,1998-99,3,35.816602,-90.437913
500015,1998-99,3,34.3099,-92.3986
500016,1998-99,3,36.193376,-90.394434
500017,1998-99,3,36.056311,-90.505357
500019,1998-99,3,35.775822,-91.646051
500020,1998-99,3,35.54513,-91.621877
500021,1998-99,3,36.154832,-91.923646
500023,1998-99,3,35.601261,-91.272214
500025,1998-99,3,34.220086,-92.082572
500026,1998-99,3,34.2242,-92.004721
500028,1998-99,3,33.941149,-91.839061
500029,1998-99,3,35.96265,-89.966466
500030,1998-99,3,33.591561,-93.295796
500032,1998-99,3,33.728302,-92.620474
500035,1998-99,3,34.752813,-92.304283
500036,1998-99,3,34.751567,-92.299665
500041,1998-99,3,35.109269,-93.523723
500042,1998-99,3,33.224191,-91.796579
500043,1998-99,3,36.3327,-92.4033
500044,1998-99,3,33.278799,-93.222463
500045,1998-99,3,35.561861,-90.041873
500046,1998-99,3,35.878763,-90.158736
500047,1998-99,3,35.668758,-90.517897
500048,1998-99,3,35.610275,-90.342218
500049,1998-99,3,34.036761,-94.34741
500051,1998-99,3,34.968961,-90.905307
501415,1998-99,3,NA,NA
502220,1998-99,3,NA,NA
502250,1998-99,3,35.488412,-94.211329
502280,1998-99,3,36.2915,-93.295
502310,1998-99,3,NA,NA
502330,1998-99,3,NA,NA
502370,1998-99,3,NA,NA
502430,1998-99,3,34.1237,-93.0598
502460,1998-99,3,NA,NA
502550,1998-99,3,35.91665,-89.80028
502580,1998-99,3,33.6743,-94.1341
502610,1998-99,3,35.244182,-92.937523
502670,1998-99,3,35.2799,-91.3654
502700,1998-99,3,35.313,-91.5718
502730,1998-99,3,34.551764,-90.766742
502790,1998-99,3,34.553522,-92.51083
502820,1998-99,3,35.747191,-90.565994
502880,1998-99,3,35.06837,-91.89723
502960,1998-99,3,34.560929,-92.591405
503000,1998-99,3,NA,NA
503030,1998-99,3,36.455962,-94.12397
503060,1998-99,3,36.3862,-94.2146
503090,1998-99,3,36.314662,-93.017644
503150,1998-99,3,36.369447,-93.576202
503210,1998-99,3,NA,NA
503240,1998-99,3,34.314434,-93.175859
503270,1998-99,3,NA,NA
503300,1998-99,3,33.875271,-93.571884
503320,1998-99,3,35.9323,-89.9069
503420,1998-99,3,36.4049,-92.9089
503450,1998-99,3,35.144644,-93.926261
503480,1998-99,3,35.4256,-91.4603
503510,1998-99,3,NA,NA
503570,1998-99,3,NA,NA
503630,1998-99,3,34.877,-91.1961
503640,1998-99,3,35.90776,-90.582401
503690,1998-99,3,34.59189,-92.490931
503710,1998-99,3,35.890642,-90.349301
503750,1998-99,3,34.974817,-92.008041
503770,1998-99,3,34.434383,-93.636462
503840,1998-99,3,36.117516,-92.134941
503960,1998-99,3,34.7867,-91.7387
503990,1998-99,3,NA,NA
504020,1998-99,3,35.855538,-90.807341
504050,1998-99,3,35.952046,-91.550594
504080,1998-99,3,35.57624,-94.368661
504110,1998-99,3,33.373426,-93.874308
504170,1998-99,3,35.357681,-91.676296
504200,1998-99,3,35.2967,-94.0444
504350,1998-99,3,34.69535,-91.307641
504370,1998-99,3,36.263324,-90.29993
504380,1998-99,3,35.461722,-93.48426
504410,1998-99,3,35.587468,-92.46112
504560,1998-99,3,35.663979,-91.847425
504590,1998-99,3,35.0921,-92.4572
504620,1998-99,3,NA,NA
504680,1998-99,3,36.2793,-92.5209
504710,1998-99,3,NA,NA
504740,1998-99,3,35.3074,-93.9174
504770,1998-99,3,NA,NA
504800,1998-99,3,33.1327,-91.9615
504830,1998-99,3,NA,NA
504860,1998-99,3,34.503174,-92.990216
504890,1998-99,3,35.0513,-93.391
504930,1998-99,3,35.228,-93.1598
504980,1998-99,3,36.333151,-94.445313
505010,1998-99,3,NA,NA
505040,1998-99,3,NA,NA
505070,1998-99,3,NA,NA
505110,1998-99,3,NA,NA
505170,1998-99,3,33.5242,-91.4284
505190,1998-99,3,34.983928,-91.506966
505310,1998-99,3,NA,NA
505340,1998-99,3,34.118863,-94.030219
505410,1998-99,3,34.240545,-92.05542
505430,1998-99,3,35.39706,-93.114521
505470,1998-99,3,33.59118,-91.807661
505500,1998-99,3,33.8966,-91.5305
505550,1998-99,3,35.27124,-90.473234
505580,1998-99,3,34.9991,-92.633
505670,1998-99,3,NA,NA
505680,1998-99,3,33.213332,-92.664708
505740,1998-99,3,NA,NA
505760,1998-99,3,36.004517,-94.009721
505790,1998-99,3,NA,NA
505820,1998-99,3,NA,NA
505850,1998-99,3,34.543084,-91.953716
505970,1998-99,3,36.381917,-93.732134
506000,1998-99,3,NA,NA
506060,1998-99,3,33.587174,-92.838651
506090,1998-99,3,36.040426,-94.254053
506120,1998-99,3,36.05981,-94.174071
506150,1998-99,3,36.2796,-92.5987
506210,1998-99,3,33.815923,-92.414767
506240,1998-99,3,33.714014,-94.395828
506270,1998-99,3,35.015956,-90.788471
506330,1998-99,3,35.353329,-94.413191
506360,1998-99,3,33.2623,-93.882
506390,1998-99,3,NA,NA
506420,1998-99,3,34.57159,-92.98837
506450,1998-99,3,NA,NA
506540,1998-99,3,36.2661,-94.4862
506570,1998-99,3,NA,NA
506630,1998-99,3,34.45344,-92.728351
506690,1998-99,3,34.287105,-93.50957
506750,1998-99,3,NA,NA
506780,1998-99,3,NA,NA
506840,1998-99,3,36.4204,-94.4476
506870,1998-99,3,36.328007,-93.43266
506900,1998-99,3,35.2302,-92.3892
506930,1998-99,3,35.9943,-94.1739
506990,1998-99,3,35.2184,-94.2561
507110,1998-99,3,33.9101,-93.1871
507140,1998-99,3,35.324373,-92.323324
507170,1998-99,3,35.18659,-94.40952
507230,1998-99,3,33.53745,-92.462771
